epoch,acc,iou,learning_rate,loss,precision,recall,val_acc,val_iou,val_loss,val_precision,val_recall
0,0.7081170678138733,0.08955112099647522,9.999999747378752e-05,0.6456717848777771,0.16843432188034058,0.5135049819946289,0.9121624231338501,0.07206152379512787,0.6589136719703674,0.04122621566057205,0.00011134935630252585
1,0.8731995820999146,0.10040232539176941,9.999999747378752e-05,0.49332451820373535,0.35486674308776855,0.37769871950149536,0.9113566875457764,0.06950435042381287,0.6093196272850037,0.04351767897605896,0.0005481814150698483
2,0.8993573784828186,0.1149565726518631,9.999999747378752e-05,0.439194917678833,0.47833454608917236,0.42037636041641235,0.9101992845535278,0.06888885796070099,0.5201049447059631,0.04049145430326462,0.0010820872848853469
3,0.9134553670883179,0.1240808367729187,9.999999747378752e-05,0.4080756902694702,0.5697441101074219,0.44167810678482056,0.8398339748382568,0.08370377123355865,0.5081815719604492,0.19950221478939056,0.2716524600982666
4,0.9220733046531677,0.13172544538974762,9.999999747378752e-05,0.38532161712646484,0.6349155902862549,0.4652632176876068,0.780307948589325,0.10146571695804596,0.6299540400505066,0.1864519715309143,0.44279927015304565
